custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,inccat,debtinc,creddebt,othdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,lntollmon,tollten,equip,equipmon,equipten,lnequipten,callcard,cardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
1092-ZIWTTO-1MD,2,3,1,48,4,Febrero,13,2,2,1,4,2,0,56,3,6.6,.11088,3.58512,0,3,0,-1,-1,1,7,1,0,0,0,0,0,6,1,1,11,3,1,1,0,29.9,2,0,1,5,3,30,1,0,0,0,1,0,0,1,0,1,9,2,0,0,0,4,3,2,0,30,5,1,1,2,0,20,5,5,82.2,2,39.08,0,2,64,0,34.75,2276.5,1,23.5,3.15700042115011,1501.15,0,0,0, ,1,17,1100,7.00306545878646,1,22.75,3.12456514539696,1398.35,7.2430482491133,1,0,0,1,1,0,0,1,1,1,23,1,1,1,0,1,1,0,0,0,0,0,0
9101-HEPAWQ-C1J,5,2,1,43,4,Julio,12,2,3,0,11,4,0,37,2,12.3,.263958,4.287042,0,5,1,13,2,2,0,0,0,0,0,0,0,0,0,1,22,4,1,1,1,13.6,1,1,1,10,5,28,0,0,1,0,0,0,0,0,0,1,9,3,0,0,0,3,3,3,1,5,2,5,3,3,1,3,2,8,192.63,0,0,1,1,12,0,2.85,36.05,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,3,0,0,0,0,0,1,23,1,1,1,0,1,0,1,0,0,0,0,0
7131-KZAJQV-CVB,2,3,1,47,4,Mayo,18,4,5,1,18,5,0,144,5,2.8,1.689408,2.342592,0,3,0,-1,-1,2,0,0,0,0,0,0,0,0,1,3,10,3,1,1,1,82.3,3,0,0,8,4,22,0,1,1,1,0,0,0,1,0,0,9,4,0,1,0,4,4,2,1,5,2,2,2,2,0,3,2,8,194.84,7,240.27,0,2,9,0,4.25,38.25,0,0, ,0,1,27.35,260.1,5.56106617245461,0,0,0, ,0,0, ,0, ,0,0,0,1,0,0,1,0,0,1,18,1,1,1,0,1,1,0,0,0,0,0,0
8354-KNMJNR-QEC,1,1,1,32,3,Enero,15,3,1,1,1,1,0,39,2,16.6,2.932722,3.541278,0,4,1,14,2,5,1,1,0,0,0,0,0,0,1,1,6,2,0,-1,-1,-1,-1,-1,1,4,3,17,0,0,0,1,0,0,0,0,0,0,9,5,0,1,1,3,1,2,0,14,4,1,2,2,0,14,4,14,1042.21,7,560.16,1,1,56,0,10.05,600.2,1,17.5,2.86220088092947,985.5,1,34.15,1936.9,7.56884403584819,1,14.25,830,6.72142570079064,1,33.1,3.49953328238302,1780.7,7.48476182440727,1,1,0,3,0,1,1,1,1,1,19,1,1,1,0,1,1,1,1,0,0,0,0
1917-UNVOZH-K3E,5,4,0,27,3,Agosto,15,3,1,0,1,1,0,16,1,10.6,.256096,1.439904,0,3,1,13,2,3,0,0,0,0,0,0,0,0,1,4,5,2,2,0,0,9.1,1,1,0,4,3,35,0,0,1,1,0,0,0,1,0,0,9,3,0,0,1,3,1,4,0,9,3,2,3,3,0,9,3,7,157.83,1,15.21,1,3,64,0,8.85,560.4,0,0, ,0,1,44.65,2914.45,7.97743640173714,1,13.25,870,6.76849321164863,0,0, ,0, ,0,1,1,0,1,1,1,1,1,1,25,1,1,1,1,1,1,0,0,1,0,0,0
2704-LZYTQD-QWX,2,1,0,27,3,Febrero,11,1,2,1,1,1,0,23,1,22.4,.133952,5.018048,0,4,1,11,1,2,5,0,0,0,0,0,0,5,0,1,5,2,2,1,0,14.9,1,0,0,1,1,25,1,0,0,0,0,0,0,0,0,1,2,4,0,0,0,3,2,3,0,10,3,2,4,2,0,5,2,6,147.53,6,168.17,1,3,12,0,5,53.05,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,0,0,0,0,0,0,0
6337-DWJYHK-QJE,5,5,0,67,6,Junio,20,5,1,0,12,4,0,130,5,11.5,2.691,12.259,0,2,0,-1,-1,1,4,0,4,0,0,0,0,0,1,1,31,5,1,1,0,89.4,3,0,1,8,4,33,0,0,0,0,0,1,0,1,1,1,1,5,1,0,0,1,2,2,0,9,3,3,2,1,0,11,4,13,351.06,7,255.16,1,1,37,0,8,289.75,1,20.75,3.03254624667671,726.5,1,44.25,1534.75,7.33612278030761,1,17.75,615,6.42162226780652,1,46.5,3.83945231259331,1579.35,7.36476864897088,1,1,1,4,1,1,1,1,1,1,18,1,1,1,1,1,1,1,0,1,0,0,0
8388-GRBDWT-6P5,1,2,1,30,3,Mayo,16,3,2,0,0,1,0,19,1,14.3,.445588,2.271412,1,3,0,-1,-1,1,9,0,0,0,0,0,0,9,1,3,9,3,0,-1,-1,-1,-1,-1,0,4,3,20,0,0,0,1,1,0,0,1,0,0,9,5,0,0,0,3,4,1,0,13,4,2,2,2,0,10,3,13,356.99,5,106.56,1,3,29,0,15,425.35,1,19.25,2.95751106073379,517.65,0,0,0, ,1,22.25,600,6.39692965521615,1,35.55,3.57094015624925,962.95,6.87000148937022,1,1,0,2,0,1,1,1,1,1,22,1,1,1,1,1,1,1,0,0,0,0,0
5783-UYAGKS-G83,1,4,1,67,6,Diciembre,16,3,2,1,5,2,0,28,2,6.3,.174636,1.589364,0,1,1,16,3,2,1,1,0,0,0,0,0,0,1,1,40,5,3,1,0,12.8,1,0,0,1,1,32,1,0,0,0,0,0,0,1,0,1,9,4,0,0,0,1,3,1,0,35,5,3,2,2,0,27,5,9,284.23,9,191.25,1,2,64,1,17.05,1091.55,1,29.25,3.37587957367787,1824.15,1,42.7,2639.95,7.87851525656707,1,14.75,955,6.86171134048073,1,35.5,3.56953269648137,2182.05,7.68802008088758,1,1,1,1,1,1,0,1,0,1,23,1,1,1,0,1,1,0,0,1,0,0,0
5616-QVURZC-BJ4,5,4,1,52,5,Junio,13,2,1,0,20,5,0,248,5,8.9,5.275208,16.796792,0,5,1,12,2,4,2,0,2,0,0,0,0,0,1,3,23,4,3,1,1,83.3,3,1,0,1,1,22,1,0,0,0,1,0,0,1,0,0,9,6,1,0,0,4,1,3,0,34,5,3,3,2,0,30,5,11,205.74,5,116.54,1,1,72,0,80.6,5683.05,1,26.5,3.27714473299218,1896.8,0,0,0, ,1,21.75,1575,7.36201055125973,0,0, ,0, ,1,0,0,0,1,1,1,1,0,1,12,1,1,1,0,0,0,0,0,1,0,0,0
7843-FWHVGC-QYE,1,1,0,73,6,Septiembre,15,3,2,1,3,2,0,33,2,6.2,.390786,1.655214,0,1,1,12,2,2,0,0,0,0,0,0,0,0,1,1,41,5,2,1,0,17.5,1,0,0,1,1,16,1,0,0,1,1,0,0,0,0,0,2,3,0,1,0,1,4,3,0,39,5,2,1,2,0,30,5,13,505.93,5,194.61,0,2,72,0,29.6,2088.7,1,49,3.89182029811063,3438.45,0,0,0, ,1,23.5,1640,7.40245152081824,0,0, ,0, ,1,0,0,0,1,1,0,1,0,1,20,1,1,1,0,0,0,0,0,1,0,1,0
5637-LPBUOO-JAH,1,2,0,76,6,Noviembre,13,2,2,0,13,4,1,23,1,15,1.10055,2.34945,0,3,0,-1,-1,1,5,0,1,0,0,0,0,4,1,4,48,5,2,1,0,10.4,1,1,0,1,1,34,1,0,0,1,0,0,0,0,0,0,9,4,0,0,0,4,2,3,0,38,5,3,4,3,0,30,5,12,127.74,1,19.53,0,2,72,0,46.1,3307.7,1,37,3.61091791264422,2650.65,0,0,0, ,1,13.75,980,6.88755257166462,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,24,1,1,1,0,0,0,0,0,1,0,0,0
7968-YDYADQ-JZV,2,3,0,23,2,Mayo,15,3,1,1,1,1,0,28,2,6,.11592,1.56408,1,3,0,-1,-1,1,9,0,0,0,0,0,0,9,1,1,0,1,3,0,0,16.9,1,0,1,1,1,30,1,0,1,0,1,0,0,0,0,0,9,2,1,0,0,3,1,4,0,2,2,4,1,4,0,1,1,11,203.65,3,50.43,1,1,3,0,3.4,9.65,0,0, ,0,1,31.4,40.5,3.70130197411249,1,22.5,35,3.55534806148941,0,0, ,0, ,0,1,1,0,1,1,1,1,0,1,14,1,0,1,0,1,1,0,0,0,0,0,0
7213-WOTHDB-WNU,5,5,0,62,5,Junio,16,3,6,0,17,5,1,16,1,12.2,.191296,1.760704,0,3,1,14,2,2,3,0,0,0,0,0,3,0,1,4,37,5,1,1,0,7.3,1,1,0,8,4,29,1,1,0,0,0,0,0,1,0,0,9,2,1,0,0,4,2,1,0,35,5,2,1,4,0,26,5,8,151.89,4,85.8,0,2,63,0,26.2,1619.3,0,0, ,0,0,0,0, ,1,31,2065,7.63288550539513,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,22,1,1,1,0,0,0,1,0,1,0,1,0
3741-ABJXPY-CMH,5,4,1,55,5,Enero,14,2,5,1,26,5,0,130,5,3.6,.62244,4.05756,0,1,1,15,3,2,0,0,0,0,0,0,0,0,1,1,34,5,0,-1,-1,-1,-1,-1,1,8,4,26,0,0,0,0,0,0,0,1,0,0,9,2,0,0,1,3,1,1,1,26,5,4,4,4,0,19,5,8,651.31,4,456.36,0,2,46,0,14.85,608.3,1,26,3.25809653802148,1244.9,0,0,0, ,1,52.75,2395,7.78113850984502,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,0,1,0,0,0
3898-XYJZTF-LML,1,1,0,24,2,Noviembre,15,3,1,0,1,1,0,18,1,7,.33138,.92862,0,1,0,-1,-1,1,9,1,0,0,0,0,0,8,1,3,4,2,2,1,0,9,1,1,0,5,3,22,0,0,0,0,1,0,0,1,0,0,9,4,0,0,0,4,3,2,0,2,2,3,3,3,0,3,2,8,359.22,10,223.66,1,1,9,0,1.75,20.6,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,23,0,1,0,0,0,0,0,0,0,1,0,0
5523-BSOVSA-AOW,4,5,0,20,2,Marzo,13,2,1,1,0,1,0,18,1,10.4,.466128,1.405872,1,1,0,-1,-1,5,2,0,2,0,0,0,0,0,0,2,0,1,2,1,1,7,1,0,0,1,1,32,1,0,0,0,0,0,0,1,1,0,9,4,0,0,0,1,1,1,1,2,2,3,2,4,0,2,2,10,245.26,8,139.54,1,3,16,0,4.9,78.95,1,27,3.29583686600433,436.6,0,0,0, ,1,42.75,615,6.42162226780652,1,34.3,3.53514535417189,502.85,6.22029191489049,0,1,1,0,1,1,1,1,0,1,15,1,0,1,1,1,1,0,0,0,1,0,0
6152-MPJNCG-H83,1,4,1,39,4,Noviembre,15,3,1,0,5,2,0,35,2,4.8,.80976,.87024,0,4,1,17,4,4,2,0,2,0,0,0,0,0,1,1,7,2,1,1,1,18.6,1,0,0,3,2,27,0,0,1,1,0,0,1,1,0,0,9,4,0,0,0,1,2,3,0,21,5,2,2,1,0,13,4,6,303.93,5,301.2,1,3,45,0,9.25,447.5,0,0, ,0,0,0,0, ,1,15.75,675,6.51471269087253,0,0, ,0, ,1,0,0,1,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,1,0,0,0
7106-YJPLZU-KLT,2,1,0,21,2,Mayo,16,3,2,0,0,1,0,28,2,7.5,.2961,1.8039,1,1,0,-1,-1,6,14,0,0,4,0,0,0,10,1,3,2,1,1,1,0,11.4,1,0,0,8,4,25,0,0,0,0,0,0,0,1,0,0,9,5,0,0,0,1,2,4,0,3,2,2,2,4,0,4,2,8,377.9,8,453.99,1,3,14,1,4.1,58.2,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,4,0,0,0,0,1,1,20,1,1,1,0,1,1,1,0,0,0,0,0
9588-FLNZYX-Q8X,2,1,1,77,6,Junio,14,2,1,0,18,5,0,41,2,3,.06519,1.16481,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,53,5,3,1,1,17,1,1,0,1,1,13,1,0,1,0,0,0,0,0,0,1,1,7,1,1,1,4,3,2,0,40,5,1,2,4,1,29,5,16,591.94,8,251.84,1,2,72,0,36.45,2660.9,0,0, ,0,0,0,0, ,1,44.75,3140,8.0519780789023,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,26,1,1,1,0,0,0,0,0,1,0,0,0
4888-HLERTG-7RW,2,4,0,72,6,Noviembre,15,3,2,1,7,3,1,18,1,10.1,1.03626,.78174,1,2,0,-1,-1,1,6,0,2,0,0,0,0,4,0,1,7,2,2,1,0,9.4,1,1,0,1,1,26,1,0,0,0,0,0,0,1,0,0,9,5,0,0,0,3,3,3,0,7,3,1,1,1,0,4,2,7,215.68,5,219.17,0,2,19,0,4.6,69.2,1,12.5,2.52572864430826,251.6,0,0,0, ,1,13.25,210,5.34710753071747,0,0, ,0, ,0,0,0,0,1,0,0,1,0,1,19,1,1,0,0,0,1,0,0,0,0,0,0
3702-CMRZWS-4I0,2,3,0,20,2,Septiembre,9,1,2,0,0,1,0,15,1,6.6,.27621,.71379,0,1,0,-1,-1,2,5,0,1,0,0,0,0,4,0,2,1,1,0,-1,-1,-1,-1,-1,1,4,3,29,0,0,0,1,0,0,0,0,0,0,9,4,0,0,0,3,3,2,1,2,2,1,2,2,0,2,2,13,736.36,9,478.02,1,1,21,0,6.95,136.45,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,1,0,0,0,0,1,20,1,0,1,0,0,0,0,0,0,0,1,0
5757-QFBWHI-1XM,2,1,1,62,5,Enero,14,2,1,0,9,3,0,45,2,11.9,1.194165,4.160835,0,1,1,9,1,3,9,0,0,0,0,0,0,9,0,1,0,1,2,1,1,19.7,1,0,1,1,1,33,1,0,0,0,0,0,0,1,0,0,9,4,0,0,0,4,4,4,0,17,5,2,4,4,0,15,4,13,253.85,7,115.33,0,2,42,0,8.6,350.8,0,0, ,0,0,0,0, ,1,35.5,1510,7.31986492980897,0,0, ,0, ,1,0,0,0,1,0,1,0,0,1,16,1,1,1,0,0,1,0,0,0,1,0,0
2343-ANDVVY-94B,3,2,1,62,5,Agosto,19,4,1,0,5,2,0,112,4,1.6,.532224,1.259776,0,5,1,19,4,2,4,0,4,0,0,0,0,0,1,1,19,4,3,1,1,44.4,3,1,0,1,1,31,1,0,0,0,0,0,0,1,0,0,3,5,0,1,1,4,3,2,0,13,4,3,1,1,0,9,3,8,304.62,5,143.9,1,2,32,0,4.3,148.85,0,0, ,0,0,0,0, ,1,37.25,1150,7.0475172213573,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,22,1,1,1,0,0,0,0,0,0,0,0,0
4045-LHVURA-U05,5,2,0,57,5,Junio,20,5,1,0,5,2,0,170,5,19.6,1.56604,31.75396,1,3,0,-1,-1,1,4,3,1,0,0,0,0,0,1,1,20,4,2,1,1,89,3,0,0,1,1,33,1,0,0,1,1,0,0,1,0,0,9,6,1,1,0,2,1,3,0,15,4,1,4,2,0,14,4,15,992.33,6,359.84,1,3,52,0,7.25,360.05,0,0, ,0,1,29.5,1574.1,7.36143895936078,1,15.5,880,6.77992190747225,0,0, ,0, ,1,0,0,1,0,0,0,0,1,1,25,1,1,1,0,1,1,1,0,0,0,0,0
6347-XUDTDH-69I,3,5,1,20,2,Mayo,15,3,5,0,0,1,0,18,1,14.3,1.04247,1.53153,1,3,1,10,1,5,3,1,2,0,0,0,0,0,1,4,1,1,5,1,1,10.3,1,0,0,1,1,34,1,0,1,1,1,1,0,1,0,0,9,4,0,1,1,1,2,4,0,2,2,2,2,1,0,2,2,6,168.04,5,111.93,0,3,22,1,4.9,97.95,0,0, ,0,0,0,0, ,1,12.5,285,5.65248918026865,1,29.2,3.37416870927424,621.3,6.43181405706965,1,1,0,3,1,0,1,0,1,1,12,0,1,0,0,1,0,1,0,0,0,0,0
0946-YVIXMA-X0W,1,1,1,30,3,Marzo,8,1,1,0,2,2,0,28,2,1.9,.341544,.190456,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,9,3,1,1,1,16.1,1,0,0,4,3,19,0,0,0,1,0,1,0,0,0,0,9,6,0,0,1,3,4,1,0,4,2,2,2,2,1,2,2,15,448.43,5,111.77,0,3,17,0,5,79.15,1,17.75,2.87638551592142,294.65,0,0,0, ,1,12.25,175,5.16478597392351,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,19,0,0,1,1,1,0,0,0,0,1,0,0
6981-NTUZOL-ALR,4,4,1,35,4,Abril,18,4,2,0,2,2,0,36,2,2.3,.332856,.495144,0,5,1,16,3,2,2,0,2,0,0,0,0,0,1,3,12,3,2,1,0,26,2,1,1,8,4,36,1,0,0,1,1,0,0,1,0,1,1,4,1,0,1,3,2,3,1,17,5,2,2,3,0,17,5,8,160.28,6,105.24,0,3,59,1,15.3,896.15,0,0, ,0,1,42.05,2473,7.81318726752142,1,16,970,6.87729607149743,0,0, ,0, ,1,0,0,2,0,0,0,0,1,1,20,1,1,1,0,1,1,1,0,1,0,0,0
3055-SIVUGH-FJ5,1,1,0,69,6,Mayo,18,4,6,0,28,5,1,103,4,28,15.66012,13.17988,1,4,1,20,5,2,0,0,0,0,0,0,0,0,0,1,40,5,4,1,1,54.2,3,0,1,1,1,34,1,0,1,1,0,0,0,0,0,0,2,4,0,0,0,2,2,4,0,22,5,3,4,1,0,21,5,12,458.78,7,225.65,0,2,56,0,18.45,952.45,1,14.25,2.65675690671466,851.95,0,0,0, ,1,23.25,1270,7.14677217945264,0,0, ,0, ,1,0,0,0,1,1,1,1,0,1,14,1,1,1,0,0,0,0,0,1,0,0,0
2486-OLWCHI-4KT,1,2,0,35,4,Mayo,15,3,1,0,6,3,0,51,3,5.4,1.685448,1.068552,0,2,1,11,1,3,1,0,1,0,0,0,0,0,0,1,6,2,2,1,1,21.6,2,1,0,1,1,20,1,0,0,0,0,0,0,0,0,1,9,3,1,1,1,3,4,3,0,14,4,2,2,4,0,10,3,10,506.67,5,216.68,1,1,37,0,8.7,317.65,1,44.75,3.80109144472086,1636.15,1,33.4,1245.95,7.12765357013132,1,17.25,625,6.4377516497364,1,27.3,3.30688670219091,937.35,6.8430567450432,0,1,1,1,1,1,1,1,0,1,19,1,1,1,0,1,0,1,1,1,0,0,0
8413-ZLZZJN-0CC,4,5,0,57,5,Julio,17,4,6,0,25,5,1,13,1,3.1,.149916,.253084,0,4,0,-1,-1,1,5,2,1,0,2,0,0,0,1,3,21,4,1,1,0,6.4,1,0,1,7,4,41,0,0,1,1,0,1,1,1,0,0,9,1,1,0,1,4,1,2,0,39,5,2,4,3,0,30,5,13,166.46,0,0,1,1,71,1,39,2834.8,0,0, ,0,1,39.9,2772.35,7.9274506149656,1,26,1740,7.46164039220858,0,0, ,0, ,1,0,0,4,0,1,0,0,1,1,19,1,1,1,1,1,0,0,0,1,0,0,0
1495-ORHBEL-NR2,2,1,0,71,6,Agosto,16,3,4,0,32,5,1,11,1,2.9,.176726,.142274,0,3,0,-1,-1,1,5,0,0,0,0,0,0,5,1,1,4,2,4,1,1,6.3,1,0,1,1,1,20,1,0,0,0,0,0,0,0,0,0,9,3,0,0,1,4,4,3,0,9,3,1,4,3,0,8,3,8,290.98,6,132.92,0,2,26,0,6.8,163.7,1,28,3.3322045101752,701.45,0,0,0, ,1,14,365,5.89989735358249,0,0, ,0, ,0,1,1,0,1,1,1,1,0,1,18,0,0,0,0,0,0,0,1,0,0,0,0
9446-LFUTDB-7VF,1,1,1,77,6,Octubre,15,3,6,1,31,5,1,10,1,14.2,.15904,1.26096,0,3,1,13,2,2,0,0,0,0,0,0,0,0,1,2,44,5,1,1,1,4.7,1,1,0,8,4,23,0,0,0,0,0,0,0,1,0,0,9,3,0,1,1,4,2,3,1,39,5,2,3,2,0,30,5,8,144.93,5,91.67,0,2,72,0,66.75,4829.6,0,0, ,0,0,0,0, ,1,26.75,1915,7.55747290161475,0,0, ,0, ,1,0,0,4,0,0,0,0,0,1,9,1,1,1,0,1,0,0,0,1,0,0,0
8503-WRYEXZ-O7H,5,1,0,26,3,Septiembre,9,1,1,0,5,2,0,20,1,15.6,.79248,2.32752,1,2,1,12,2,2,2,1,1,0,0,0,0,0,1,1,2,1,2,0,1,8.3,1,0,1,1,1,26,1,0,1,0,0,0,0,0,0,1,9,4,0,0,0,4,3,3,1,8,3,3,1,2,0,8,3,7,144.69,5,59.66,0,3,29,0,7.55,219.2,1,29,3.36729582998647,868.3,0,0,0, ,1,16.5,435,6.07534603108868,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,28,1,1,1,0,0,0,0,0,1,0,1,0
0264-XXEEFY-T1N,2,2,0,23,2,Octubre,15,3,6,0,1,1,0,19,1,18.1,1.062651,2.376349,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,3,2,1,2,1,0,5.6,1,0,1,8,4,28,0,0,0,0,1,0,0,1,0,0,9,5,1,0,1,4,2,4,0,3,2,3,1,4,0,2,2,7,285.55,7,181.39,0,1,7,1,3,19.65,1,14.25,2.65675690671466,94.6,1,30.6,194.5,5.2704321630585,0,0,0, ,1,23.35,3.15059698411491,122.3,4.80647704269313,0,0,1,1,1,0,1,1,0,1,12,0,0,0,1,1,1,0,0,0,0,0,0
9131-MPWUMX-Z0U,3,5,0,46,4,Junio,12,2,1,0,8,3,0,37,2,2.5,.209975,.715025,0,2,1,15,3,2,3,2,1,0,0,0,0,0,0,3,20,4,2,1,1,19.7,1,0,1,1,1,30,1,0,0,0,0,0,0,1,0,0,9,1,1,0,1,2,3,4,0,28,5,4,2,3,0,23,5,7,111.12,3,87.91,0,3,63,1,21.05,1288.15,0,0, ,0,1,24.3,1495.6,7.31028274310296,1,12.5,730,6.59304453414244,0,0, ,0, ,1,0,0,1,0,0,0,0,1,1,23,1,1,1,0,1,1,0,0,1,0,0,0
8452-HAFBNC-BRA,1,1,1,32,3,Marzo,10,1,6,0,11,4,0,28,2,12.8,1.41568,2.16832,0,4,1,11,1,5,0,0,0,0,0,0,0,0,1,1,4,2,0,-1,-1,-1,-1,-1,0,5,3,25,1,0,1,0,1,0,0,0,0,0,9,5,0,0,0,3,1,4,1,2,2,2,2,2,1,2,2,10,211.74,1,15.58,0,3,5,0,3.55,11.6,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,1,0,0,0,1,23,1,1,1,0,0,0,0,0,0,0,0,0
4080-UQGRFL-92T,1,2,0,64,5,Junio,12,2,3,0,25,5,0,129,5,12.3,5.378913,10.488087,0,3,1,13,2,2,8,1,0,0,0,1,0,6,1,1,37,5,0,-1,-1,-1,-1,-1,0,3,2,18,0,0,1,0,0,0,0,0,0,0,9,5,1,0,1,4,2,4,0,28,5,2,2,4,1,21,5,10,251.31,4,97.81,0,3,59,0,17.6,1113.55,0,0, ,0,1,30.6,1695.7,7.43585091391308,1,33.25,2005,7.60339933974067,0,0, ,0, ,1,1,0,0,1,0,0,1,0,1,19,1,1,1,0,0,0,0,0,1,1,0,0
1599-NTGIAV-BHR,5,2,0,33,3,Agosto,9,1,1,0,6,3,0,25,2,10.3,.618,1.957,1,3,0,-1,-1,3,5,3,0,0,0,2,0,0,0,2,6,2,2,1,0,8,1,0,0,8,4,22,0,0,0,0,0,0,0,1,0,1,9,5,0,0,0,2,2,1,0,5,2,3,2,1,0,5,2,12,402.28,10,383.52,1,1,11,1,6.6,84.05,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,1,1,27,1,1,1,0,1,1,1,0,0,0,0,0
2463-SKSPHX-SQ1,1,1,0,52,5,Mayo,10,1,2,0,2,2,0,32,2,9.9,1.875456,1.292544,0,3,0,-1,-1,2,1,1,0,0,0,0,0,0,1,1,10,3,2,1,1,17,1,1,1,1,1,17,1,0,0,0,0,1,0,1,0,0,9,6,0,0,0,2,2,4,0,2,2,3,1,1,0,4,2,4,70.52,5,141.37,0,3,11,0,4.55,46.9,1,39.5,3.67630067190708,458.2,0,0,0, ,1,49.25,475,6.16331480403464,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,13,1,1,1,0,0,0,0,0,0,0,0,0
5848-XJWTXD-F1Q,1,2,1,25,3,Mayo,14,2,6,1,3,2,0,29,2,7.7,1.118733,1.114267,0,4,1,13,2,5,2,0,0,2,0,0,0,0,1,3,2,1,2,1,0,18.6,1,0,0,1,1,23,1,0,1,0,0,0,0,0,0,0,2,5,0,0,1,3,4,1,1,7,3,2,1,2,0,8,3,9,128.67,3,93.88,1,1,27,0,8.8,240.3,1,24.75,3.2088254890147,660.8,1,41.15,1094.7,6.99823563211051,1,18.5,500,6.21460809842219,0,0, ,0, ,1,1,1,1,1,1,1,1,1,1,23,1,1,1,1,1,1,0,1,0,0,0,0
8635-SSCGQX-N1I,3,1,1,78,6,Octubre,18,4,6,0,13,4,1,9,1,9.8,.294588,.587412,0,5,1,17,4,2,0,0,0,0,0,0,0,0,1,3,35,5,3,1,1,4,1,1,0,1,1,28,1,0,1,0,0,0,0,0,0,0,9,4,0,0,0,3,2,4,0,33,5,5,3,2,1,25,5,9,420.02,7,218.74,1,2,66,0,23.1,1460.2,1,21.75,3.07961375753469,1454.9,1,47.1,3025.3,8.01476553910129,1,8.5,615,6.42162226780652,1,44.95,3.80555076091763,2931.1,7.98313305817733,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0
5702-MPUGBY-GWR,4,1,0,58,5,Diciembre,15,3,3,0,16,5,0,149,5,13.2,11.50578,8.16222,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,22,4,2,1,1,50.8,3,0,0,1,1,32,1,0,1,1,1,0,0,0,0,0,2,6,0,0,0,2,3,4,0,29,5,3,2,1,0,20,5,13,496.63,6,196.08,0,2,56,0,14.4,768.7,0,0, ,0,0,0,0, ,1,9.5,495,6.20455776256869,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,26,1,1,1,0,0,0,1,0,0,0,0,0
5860-SICLLL-BPL,5,4,1,21,2,Octubre,16,3,1,0,0,1,0,15,1,3.6,.17172,.36828,1,1,1,21,5,6,0,0,0,0,0,0,0,0,0,3,1,1,0,-1,-1,-1,-1,-1,1,8,4,27,0,0,1,0,0,0,0,1,1,0,2,6,1,0,1,2,1,2,0,3,2,3,2,4,1,3,2,9,200.48,8,283.65,1,1,9,1,7.75,69.15,1,28.25,3.34109345759245,234.8,1,59.6,548.75,6.30764296438938,1,46,400,5.99146454710798,1,34.75,3.5481795720108,211.6,5.35469769998414,1,1,1,4,1,1,1,1,1,1,15,1,1,1,1,1,1,1,1,0,0,0,1
